Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity
API,Google,No,No,0,2.0,121,2.0,Olark Chat Conversation,Not Specified,Unemployed,Not doing further education,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Google,No,No,1,5.0,1202,5.0,SMS Sent,International Business,Not Specified,Not Specified,Not Specified,Mumbai,No,SMS Sent
API,Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,Not Specified,Unemployed,Already a student,Potential Lead,Not Specified,No,Olark Chat Conversation
API,Chat,No,No,0,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Ringing,Potential Lead,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,5.0,1467,5.0,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,4.0,455,2.0,SMS Sent,Finance & Banking,Unemployed,Ringing,Potential Lead,Other Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,3.0,278,1.5,Page Visited on Website,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,1,4.0,1341,4.0,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,4.0,1268,4.0,Email Opened,Business Administration,Working Professional,Lost to EINS,Potential Lead,Other Metro Cities,No,Email Opened
API,Google,No,No,0,2.0,124,1.0,SMS Sent,Not Specified,Unemployed,Ringing,Potential Lead,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,3.0,1513,3.0,Email Opened,Operations Management,Unemployed,Will revert after reading the email,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,5.0,93,5.0,SMS Sent,Hospitality & Tourism,Unemployed,Interested  in full time MBA,Potential Lead,Mumbai,Yes,Modified
API,Google,No,No,1,2.0,1915,2.0,Olark Chat Conversation,Not Specified,Unemployed,Lost to EINS,Potential Lead,Not Specified,No,Modified
API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Not Specified,Unemployed,Already a student,Potential Lead,Not Specified,No,Modified
API,Google,No,No,0,3.0,6,1.5,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,4.0,482,4.0,Email Opened,IT Projects Management,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,7.0,359,7.0,SMS Sent,Supply Chain Management,Unemployed,Ringing,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,No,No,0,2.0,723,2.0,SMS Sent,Finance & Banking,Unemployed,Ringing,Potential Lead,Mumbai,No,SMS Sent
Landing Page Submission,Google,No,No,1,2.0,1130,2.0,Other,E-Commerce,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Other
Landing Page Submission,Direct Traffic,Yes,No,0,2.0,34,2.0,Page Visited on Website,Marketing & Advertising,Unemployed,Interested in other courses,Potential Lead,Mumbai,Yes,Modified
API,Organic Search,No,No,0,6.0,309,3.0,Email Opened,Not Specified,Unemployed,Interested  in full time MBA,Potential Lead,Not Specified,No,Email Opened
API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Not Specified,Unemployed,Interested in other courses,Potential Lead,Not Specified,No,Email Link Clicked
API,Google,No,No,0,2.0,951,2.0,Email Opened,Not Specified,Unemployed,Interested in other courses,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Google,No,No,1,4.0,1340,2.0,Email Link Clicked,Human Resource Management,Unemployed,Interested in other courses,Potential Lead,Mumbai,No,Modified
API,Google,No,No,1,2.0,1298,1.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Modified
API,Direct Traffic,No,No,0,2.0,230,2.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,1370,2.0,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Other Students,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,834,2.0,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,1235,2.0,SMS Sent,IT Projects Management,Unemployed,Ringing,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,4.0,79,4.0,Olark Chat Conversation,Hospitality & Tourism,Unemployed,Interested in other courses,Not Specified,Mumbai,Yes,Modified
API,Chat,No,No,0,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Already a student,Potential Lead,Not Specified,No,Modified
API,Chat,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
API,Organic Search,No,No,1,4.0,715,2.0,SMS Sent,Not Specified,Unemployed,Will revert after reading the email,Potential Lead,Not Specified,No,SMS Sent
Landing Page Submission,Organic Search,No,No,0,4.0,95,4.0,SMS Sent,Human Resource Management,Unemployed,Ringing,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,2.0,1736,2.0,Email Link Clicked,Marketing & Advertising,Working Professional,Interested in other courses,Potential Lead,Mumbai,Yes,Modified
Lead Add Form,Referral,No,No,1,1.0,78,1.0,Email Opened,Finance & Banking,Other,Closed by Horizzon,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,Yes,No,0,9.0,17,7.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,invalid number,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Organic Search,No,No,1,4.0,653,2.0,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
API,Chat,No,No,0,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Already a student,Student of SomeSchool,Thane & Outskirts,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,6.0,1494,1.5,Form Submitted on Website,Retail Management,Unemployed,Lost to EINS,Potential Lead,Thane & Outskirts,Yes,Modified
Landing Page Submission,Direct Traffic,Yes,No,0,6.0,139,6.0,Other,Finance & Banking,Unemployed,Ringing,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,Email Opened,IT Projects Management,Unemployed,Already a student,Student of SomeSchool,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,5.0,662,2.5,SMS Sent,"Banking, Investment And Insurance",Not Specified,Not Specified,Not Specified,Other Metro Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,9.0,272,7.0,SMS Sent,Operations Management,Unemployed,Ringing,Potential Lead,Other Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,6.0,503,6.0,SMS Sent,Finance & Banking,Unemployed,Ringing,Potential Lead,Mumbai,Yes,SMS Sent
API,Google,No,No,0,2.0,350,1.0,Olark Chat Conversation,Not Specified,Unemployed,Already a student,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,5.0,808,5.0,Email Opened,IT Projects Management,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,Yes,Email Opened
API,Google,No,No,0,2.0,1385,2.0,SMS Sent,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,SMS Sent
API,Google,No,No,0,8.0,393,2.0,Olark Chat Conversation,Not Specified,Unemployed,Already a student,Student of SomeSchool,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,1.0,421,1.0,Converted to Lead,Finance & Banking,Unemployed,Interested in other courses,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,6.0,44,3.0,SMS Sent,Marketing & Advertising,Unemployed,invalid number,Potential Lead,Mumbai,No,SMS Sent
API,Google,No,No,0,1.0,14,1.0,Converted to Lead,Not Specified,Unemployed,Graduation in progress,Other Leads,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,2.0,870,2.0,SMS Sent,Marketing & Advertising,Unemployed,Busy,Potential Lead,Mumbai,No,SMS Sent
API,Direct Traffic,No,No,1,8.0,1456,2.67,SMS Sent,Healthcare Management,Working Professional,Will revert after reading the email,Not Specified,Not Specified,No,SMS Sent
API,Direct Traffic,No,No,0,3.0,274,3.0,Email Opened,Not Specified,Unemployed,Not Specified,Potential Lead,Other Cities,No,Email Opened
API,Google,No,No,0,9.0,127,1.8,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,2.0,1505,2.0,SMS Sent,Supply Chain Management,Not Specified,Not Specified,Not Specified,Other Cities,No,SMS Sent
Landing Page Submission,Google,No,No,1,3.0,399,3.0,Email Link Clicked,Marketing & Advertising,Unemployed,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,1.0,232,1.0,Converted to Lead,Retail Management,Unemployed,Ringing,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,3.0,899,3.0,SMS Sent,E-Commerce,Unemployed,Ringing,Potential Lead,Other Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,2.0,87,2.0,Email Link Clicked,Operations Management,Unemployed,Lost to EINS,Potential Lead,Other Cities,Yes,Email Link Clicked
Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,SMS Sent,Operations Management,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Modified
API,Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,Not Specified,Unemployed,Not doing further education,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,2.0,1089,2.0,Email Link Clicked,IT Projects Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,Email Link Clicked
Landing Page Submission,Direct Traffic,No,No,1,2.0,739,2.0,SMS Sent,Finance & Banking,Working Professional,Will revert after reading the email,Potential Lead,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,1,2.0,1237,2.0,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Organic Search,No,No,1,9.5,1361,2.5,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,Potential Lead,Other Metro Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,Yes,No,0,2.0,116,2.0,Email Bounced,Other,Not Specified,Not Specified,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Google,No,No,1,6.0,161,1.5,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Other Leads,Other Metro Cities,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,2.0,1013,2.0,SMS Sent,Finance & Banking,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,9.0,233,2.25,Olark Chat Conversation,Marketing & Advertising,Unemployed,Interested in other courses,Other Leads,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,Yes,No,0,2.0,153,2.0,Email Bounced,IT Projects Management,Not Specified,Not Specified,Not Specified,Other Metro Cities,Yes,Modified
API,Organic Search,No,No,1,9.5,949,7.0,Email Opened,Hospitality & Tourism,Student,Will revert after reading the email,Potential Lead,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,4.0,387,1.33,SMS Sent,Business Administration,Unemployed,Ringing,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,Yes,No,0,4.0,175,2.0,Page Visited on Website,Finance & Banking,Not Specified,Not Specified,Not Specified,Other Cities,No,Page Visited on Website
Landing Page Submission,Direct Traffic,No,No,0,2.0,321,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Ringing,Potential Lead,Mumbai,Yes,SMS Sent
API,Organic Search,No,No,0,2.0,183,2.0,SMS Sent,Not Specified,Unemployed,Busy,Potential Lead,Not Specified,No,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,4.0,874,2.0,Email Opened,Human Resource Management,Unemployed,Already a student,Potential Lead,Mumbai,Yes,Email Opened
API,Organic Search,No,No,1,3.0,1456,3.0,Email Opened,Hospitality & Tourism,Working Professional,Will revert after reading the email,Potential Lead,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1020,2.0,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,1,2.0,1846,2.0,Email Opened,Human Resource Management,Unemployed,Lost to EINS,Student of SomeSchool,Mumbai,Yes,Email Opened
API,Google,No,No,1,3.0,268,1.5,Email Opened,Not Specified,Unemployed,Will revert after reading the email,Potential Lead,Not Specified,No,Email Opened
API,Organic Search,No,No,0,4.0,190,4.0,SMS Sent,Not Specified,Unemployed,Ringing,Potential Lead,Not Specified,No,SMS Sent
API,Chat,No,No,0,2.0,189,1.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Organic Search,No,No,1,9.5,674,5.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,2.0,784,2.0,SMS Sent,Supply Chain Management,Not Specified,Not Specified,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,258,2.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,7.0,499,2.33,Page Visited on Website,Hospitality & Tourism,Student,Already a student,Student of SomeSchool,Mumbai,Yes,Page Visited on Website
API,Google,No,No,0,1.0,322,1.0,Converted to Lead,Not Specified,Unemployed,Interested in other courses,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,4.0,1776,4.0,Email Opened,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Landing Page Submission,Google,No,No,1,4.0,1245,4.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Other Metro Cities,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,3.0,117,1.5,Email Opened,Business Administration,Unemployed,Ringing,Potential Lead,Not Specified,No,Email Opened
Landing Page Submission,Organic Search,No,No,0,8.0,178,4.0,SMS Sent,Marketing & Advertising,Unemployed,Will Revert,Potential Lead,Mumbai,Yes,Modified
Landing Page Submission,Google,No,No,0,5.0,266,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,switched off,Potential Lead,Other Cities,No,SMS Sent
API,Chat,No,No,0,1.0,16,1.0,SMS Sent,Marketing & Advertising,Unemployed,switched off,Potential Lead,Other Cities,Yes,SMS Sent
API,Google,No,No,1,2.0,1224,2.0,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,No,Modified
Landing Page Submission,Google,No,No,1,6.0,1070,3.0,SMS Sent,Human Resource Management,Not Specified,Not Specified,Not Specified,Other Cities,No,Modified
Landing Page Submission,Google,No,No,0,6.0,195,6.0,SMS Sent,Marketing & Advertising,Unemployed,Ringing,Potential Lead,Mumbai,No,SMS Sent
Landing Page Submission,Referral,No,No,1,9.0,1123,7.0,SMS Sent,Marketing & Advertising,Working Professional,Will revert after reading the email,Potential Lead,Other Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,0,2.0,96,2.0,Email Opened,IT Projects Management,Unemployed,Already a student,Student of SomeSchool,Other Metro Cities,Yes,Email Opened
Landing Page Submission,Google,No,No,0,4.0,34,4.0,Email Opened,Hospitality & Tourism,Working Professional,Will revert after reading the email,Potential Lead,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,2.0,31,2.0,Email Opened,Operations Management,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,Email Opened
Landing Page Submission,Organic Search,No,No,1,9.5,1116,3.67,SMS Sent,Finance & Banking,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,SMS Sent
Landing Page Submission,Direct Traffic,No,No,1,3.0,1306,3.0,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,Yes,Email Opened
API,Chat,No,No,1,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Lost to EINS,Potential Lead,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,2.0,1425,2.0,SMS Sent,Human Resource Management,Unemployed,invalid number,Potential Lead,Mumbai,No,SMS Sent
API,Google,No,No,0,1.0,349,1.0,Converted to Lead,Not Specified,Unemployed,Already a student,Student of SomeSchool,Not Specified,No,Modified
API,Google,No,No,0,3.0,176,1.5,Olark Chat Conversation,Not Specified,Unemployed,Already a student,Potential Lead,Not Specified,No,Modified
API,Chat,No,No,1,4.0,916,1.33,Email Opened,Marketing & Advertising,Unemployed,Lost to EINS,Potential Lead,Thane & Outskirts,Yes,Email Opened
Landing Page Submission,Organic Search,No,No,0,4.0,107,4.0,SMS Sent,Human Resource Management,Unemployed,Ringing,Potential Lead,Mumbai,Yes,SMS Sent
Landing Page Submission,Google,No,No,1,6.0,1048,3.0,SMS Sent,Retail Management,Unemployed,Graduation in progress,Potential Lead,Mumbai,No,Modified
